,date,month,hour,holiday,weekday,Member type,count
11387,2018-09-02,September,2,No,Sunday,Casual,27
11388,2018-09-02,September,2,No,Sunday,Member,57
11389,2018-09-02,September,3,No,Sunday,Casual,24
11390,2018-09-02,September,3,No,Sunday,Member,39
11391,2018-09-02,September,4,No,Sunday,Casual,1
11392,2018-09-02,September,4,No,Sunday,Member,15
11393,2018-09-02,September,5,No,Sunday,Casual,3
11394,2018-09-02,September,5,No,Sunday,Member,37
11395,2018-09-02,September,6,No,Sunday,Casual,9
11396,2018-09-02,September,6,No,Sunday,Member,43
11397,2018-09-02,September,7,No,Sunday,Casual,19
11398,2018-09-02,September,7,No,Sunday,Member,99
11399,2018-09-02,September,8,No,Sunday,Casual,68
11400,2018-09-02,September,8,No,Sunday,Member,218
11401,2018-09-02,September,9,No,Sunday,Casual,219
11402,2018-09-02,September,9,No,Sunday,Member,374
11403,2018-09-02,September,10,No,Sunday,Casual,354
11404,2018-09-02,September,10,No,Sunday,Member,523
11405,2018-09-02,September,11,No,Sunday,Casual,451
11406,2018-09-02,September,11,No,Sunday,Member,655
11407,2018-09-02,September,12,No,Sunday,Casual,485
11408,2018-09-02,September,12,No,Sunday,Member,709
11409,2018-09-02,September,13,No,Sunday,Casual,514
11410,2018-09-02,September,13,No,Sunday,Member,692
11411,2018-09-02,September,14,No,Sunday,Casual,559
11412,2018-09-02,September,14,No,Sunday,Member,605
11413,2018-09-02,September,15,No,Sunday,Casual,529
11414,2018-09-02,September,15,No,Sunday,Member,552
11415,2018-09-02,September,16,No,Sunday,Casual,435
11416,2018-09-02,September,16,No,Sunday,Member,605
11417,2018-09-02,September,17,No,Sunday,Casual,445
11418,2018-09-02,September,17,No,Sunday,Member,572
11419,2018-09-02,September,18,No,Sunday,Casual,410
11420,2018-09-02,September,18,No,Sunday,Member,579
11421,2018-09-02,September,19,No,Sunday,Casual,404
11422,2018-09-02,September,19,No,Sunday,Member,524
11423,2018-09-02,September,20,No,Sunday,Casual,301
11424,2018-09-02,September,20,No,Sunday,Member,384
11425,2018-09-02,September,21,No,Sunday,Casual,234
11426,2018-09-02,September,21,No,Sunday,Member,350
11427,2018-09-02,September,22,No,Sunday,Casual,200
11428,2018-09-02,September,22,No,Sunday,Member,325
11429,2018-09-02,September,23,No,Sunday,Casual,131
11430,2018-09-02,September,23,No,Sunday,Member,212
11431,2018-09-03,September,0,No,Monday,Casual,64
11432,2018-09-03,September,0,No,Monday,Member,123
11433,2018-09-03,September,1,No,Monday,Casual,37
11434,2018-09-03,September,1,No,Monday,Member,62
11435,2018-09-03,September,2,No,Monday,Casual,46
11436,2018-09-03,September,2,No,Monday,Member,28
11437,2018-09-03,September,3,No,Monday,Casual,16
11438,2018-09-03,September,3,No,Monday,Member,27
11439,2018-09-03,September,4,No,Monday,Casual,5
11440,2018-09-03,September,4,No,Monday,Member,20
11441,2018-09-03,September,5,No,Monday,Casual,4
11442,2018-09-03,September,5,No,Monday,Member,25
11443,2018-09-03,September,6,No,Monday,Casual,10
11444,2018-09-03,September,6,No,Monday,Member,70
11445,2018-09-03,September,7,No,Monday,Casual,40
11446,2018-09-03,September,7,No,Monday,Member,115
11447,2018-09-03,September,8,No,Monday,Casual,88
11448,2018-09-03,September,8,No,Monday,Member,237
11449,2018-09-03,September,9,No,Monday,Casual,184
11450,2018-09-03,September,9,No,Monday,Member,391
11451,2018-09-03,September,10,No,Monday,Casual,277
11452,2018-09-03,September,10,No,Monday,Member,480
11453,2018-09-03,September,11,No,Monday,Casual,320
11454,2018-09-03,September,11,No,Monday,Member,522
11455,2018-09-03,September,12,No,Monday,Casual,330
11456,2018-09-03,September,12,No,Monday,Member,608
11457,2018-09-03,September,13,No,Monday,Casual,360
11458,2018-09-03,September,13,No,Monday,Member,554
11459,2018-09-03,September,14,No,Monday,Casual,338
11460,2018-09-03,September,14,No,Monday,Member,507
11461,2018-09-03,September,15,No,Monday,Casual,266
11462,2018-09-03,September,15,No,Monday,Member,475
11463,2018-09-03,September,16,No,Monday,Casual,269
11464,2018-09-03,September,16,No,Monday,Member,508
11465,2018-09-03,September,17,No,Monday,Casual,279
11466,2018-09-03,September,17,No,Monday,Member,537
11467,2018-09-03,September,18,No,Monday,Casual,258
11468,2018-09-03,September,18,No,Monday,Member,514
11469,2018-09-03,September,19,No,Monday,Casual,223
11470,2018-09-03,September,19,No,Monday,Member,474
11471,2018-09-03,September,20,No,Monday,Casual,132
11472,2018-09-03,September,20,No,Monday,Member,301
11473,2018-09-03,September,21,No,Monday,Casual,108
11474,2018-09-03,September,21,No,Monday,Member,247
11475,2018-09-03,September,22,No,Monday,Casual,56
11476,2018-09-03,September,22,No,Monday,Member,168
11477,2018-09-03,September,23,No,Monday,Casual,20
11478,2018-09-03,September,23,No,Monday,Member,83
11479,2018-09-04,September,0,No,Tuesday,Casual,4
11480,2018-09-04,September,0,No,Tuesday,Member,49
11481,2018-09-04,September,1,No,Tuesday,Casual,2
11482,2018-09-04,September,1,No,Tuesday,Member,13
11483,2018-09-04,September,2,No,Tuesday,Casual,1
11484,2018-09-04,September,2,No,Tuesday,Member,11
11485,2018-09-04,September,3,No,Tuesday,Casual,3
11486,2018-09-04,September,3,No,Tuesday,Member,4
11487,2018-09-04,September,4,No,Tuesday,Casual,1
11488,2018-09-04,September,4,No,Tuesday,Member,15
11489,2018-09-04,September,5,No,Tuesday,Casual,7
11490,2018-09-04,September,5,No,Tuesday,Member,100
11491,2018-09-04,September,6,No,Tuesday,Casual,12
11492,2018-09-04,September,6,No,Tuesday,Member,382
11493,2018-09-04,September,7,No,Tuesday,Casual,33
11494,2018-09-04,September,7,No,Tuesday,Member,831
11495,2018-09-04,September,8,No,Tuesday,Casual,50
11496,2018-09-04,September,8,No,Tuesday,Member,1052
11497,2018-09-04,September,9,No,Tuesday,Casual,50
11498,2018-09-04,September,9,No,Tuesday,Member,442
11499,2018-09-04,September,10,No,Tuesday,Casual,60
11500,2018-09-04,September,10,No,Tuesday,Member,261
11501,2018-09-04,September,11,No,Tuesday,Casual,79
11502,2018-09-04,September,11,No,Tuesday,Member,264
11503,2018-09-04,September,12,No,Tuesday,Casual,96
11504,2018-09-04,September,12,No,Tuesday,Member,368
11505,2018-09-04,September,13,No,Tuesday,Casual,98
11506,2018-09-04,September,13,No,Tuesday,Member,316
11507,2018-09-04,September,14,No,Tuesday,Casual,83
11508,2018-09-04,September,14,No,Tuesday,Member,242
11509,2018-09-04,September,15,No,Tuesday,Casual,72
11510,2018-09-04,September,15,No,Tuesday,Member,321
11511,2018-09-04,September,16,No,Tuesday,Casual,88
11512,2018-09-04,September,16,No,Tuesday,Member,608
11513,2018-09-04,September,17,No,Tuesday,Casual,157
11514,2018-09-04,September,17,No,Tuesday,Member,1350
11515,2018-09-04,September,18,No,Tuesday,Casual,158
11516,2018-09-04,September,18,No,Tuesday,Member,1199
11517,2018-09-04,September,19,No,Tuesday,Casual,119
11518,2018-09-04,September,19,No,Tuesday,Member,698
11519,2018-09-04,September,20,No,Tuesday,Casual,60
11520,2018-09-04,September,20,No,Tuesday,Member,450
11521,2018-09-04,September,21,No,Tuesday,Casual,47
11522,2018-09-04,September,21,No,Tuesday,Member,275
11523,2018-09-04,September,22,No,Tuesday,Casual,46
11524,2018-09-04,September,22,No,Tuesday,Member,213
11525,2018-09-04,September,23,No,Tuesday,Casual,25
11526,2018-09-04,September,23,No,Tuesday,Member,110
11527,2018-09-05,September,0,No,Wednesday,Casual,11
11528,2018-09-05,September,0,No,Wednesday,Member,47
11529,2018-09-05,September,1,No,Wednesday,Casual,3
11530,2018-09-05,September,1,No,Wednesday,Member,14
11531,2018-09-05,September,2,No,Wednesday,Casual,2
11532,2018-09-05,September,2,No,Wednesday,Member,14
11533,2018-09-05,September,3,No,Wednesday,Casual,3
11534,2018-09-05,September,3,No,Wednesday,Member,6
11535,2018-09-05,September,4,No,Wednesday,Member,21
11536,2018-09-05,September,5,No,Wednesday,Casual,8
11537,2018-09-05,September,5,No,Wednesday,Member,134
11538,2018-09-05,September,6,No,Wednesday,Casual,24
11539,2018-09-05,September,6,No,Wednesday,Member,460
11540,2018-09-05,September,7,No,Wednesday,Casual,46
11541,2018-09-05,September,7,No,Wednesday,Member,1032
11542,2018-09-05,September,8,No,Wednesday,Casual,62
11543,2018-09-05,September,8,No,Wednesday,Member,1298
11544,2018-09-05,September,9,No,Wednesday,Casual,64
11545,2018-09-05,September,9,No,Wednesday,Member,498
11546,2018-09-05,September,10,No,Wednesday,Casual,50
11547,2018-09-05,September,10,No,Wednesday,Member,265
11548,2018-09-05,September,11,No,Wednesday,Casual,57
11549,2018-09-05,September,11,No,Wednesday,Member,297
11550,2018-09-05,September,12,No,Wednesday,Casual,73
11551,2018-09-05,September,12,No,Wednesday,Member,403
11552,2018-09-05,September,13,No,Wednesday,Casual,76
11553,2018-09-05,September,13,No,Wednesday,Member,366
11554,2018-09-05,September,14,No,Wednesday,Casual,89
11555,2018-09-05,September,14,No,Wednesday,Member,310
11556,2018-09-05,September,15,No,Wednesday,Casual,102
11557,2018-09-05,September,15,No,Wednesday,Member,447
11558,2018-09-05,September,16,No,Wednesday,Casual,115
11559,2018-09-05,September,16,No,Wednesday,Member,776
11560,2018-09-05,September,17,No,Wednesday,Casual,148
11561,2018-09-05,September,17,No,Wednesday,Member,1394
11562,2018-09-05,September,18,No,Wednesday,Casual,145
11563,2018-09-05,September,18,No,Wednesday,Member,1250
11564,2018-09-05,September,19,No,Wednesday,Casual,118
11565,2018-09-05,September,19,No,Wednesday,Member,819
11566,2018-09-05,September,20,No,Wednesday,Casual,87
11567,2018-09-05,September,20,No,Wednesday,Member,540
11568,2018-09-05,September,21,No,Wednesday,Casual,57
11569,2018-09-05,September,21,No,Wednesday,Member,401
11570,2018-09-05,September,22,No,Wednesday,Casual,44
11571,2018-09-05,September,22,No,Wednesday,Member,225
11572,2018-09-05,September,23,No,Wednesday,Casual,31
11573,2018-09-05,September,23,No,Wednesday,Member,128
11574,2018-09-06,September,0,No,Thursday,Casual,12
11575,2018-09-06,September,0,No,Thursday,Member,46
11576,2018-09-06,September,1,No,Thursday,Member,16
11577,2018-09-06,September,2,No,Thursday,Member,9
11578,2018-09-06,September,3,No,Thursday,Casual,3
11579,2018-09-06,September,3,No,Thursday,Member,4
11580,2018-09-06,September,4,No,Thursday,Casual,3
11581,2018-09-06,September,4,No,Thursday,Member,13
11582,2018-09-06,September,5,No,Thursday,Casual,7
11583,2018-09-06,September,5,No,Thursday,Member,97
11584,2018-09-06,September,6,No,Thursday,Casual,22
11585,2018-09-06,September,6,No,Thursday,Member,414
11586,2018-09-06,September,7,No,Thursday,Casual,25
11587,2018-09-06,September,7,No,Thursday,Member,994
11588,2018-09-06,September,8,No,Thursday,Casual,62
11589,2018-09-06,September,8,No,Thursday,Member,1255
11590,2018-09-06,September,9,No,Thursday,Casual,53
11591,2018-09-06,September,9,No,Thursday,Member,533
11592,2018-09-06,September,10,No,Thursday,Casual,75
11593,2018-09-06,September,10,No,Thursday,Member,269
11594,2018-09-06,September,11,No,Thursday,Casual,85
11595,2018-09-06,September,11,No,Thursday,Member,273
11596,2018-09-06,September,12,No,Thursday,Casual,92
11597,2018-09-06,September,12,No,Thursday,Member,383
11598,2018-09-06,September,13,No,Thursday,Casual,87
11599,2018-09-06,September,13,No,Thursday,Member,401
11600,2018-09-06,September,14,No,Thursday,Casual,96
11601,2018-09-06,September,14,No,Thursday,Member,318
11602,2018-09-06,September,15,No,Thursday,Casual,95
11603,2018-09-06,September,15,No,Thursday,Member,441
11604,2018-09-06,September,16,No,Thursday,Casual,125
11605,2018-09-06,September,16,No,Thursday,Member,738
11606,2018-09-06,September,17,No,Thursday,Casual,174
11607,2018-09-06,September,17,No,Thursday,Member,1433
11608,2018-09-06,September,18,No,Thursday,Casual,142
11609,2018-09-06,September,18,No,Thursday,Member,1264
11610,2018-09-06,September,19,No,Thursday,Casual,116
11611,2018-09-06,September,19,No,Thursday,Member,783
11612,2018-09-06,September,20,No,Thursday,Casual,95
11613,2018-09-06,September,20,No,Thursday,Member,558
11614,2018-09-06,September,21,No,Thursday,Casual,62
11615,2018-09-06,September,21,No,Thursday,Member,426
11616,2018-09-06,September,22,No,Thursday,Casual,63
11617,2018-09-06,September,22,No,Thursday,Member,290
11618,2018-09-06,September,23,No,Thursday,Casual,54
11619,2018-09-06,September,23,No,Thursday,Member,180
11620,2018-09-07,September,0,No,Friday,Casual,19
11621,2018-09-07,September,0,No,Friday,Member,83
11622,2018-09-07,September,1,No,Friday,Casual,16
11623,2018-09-07,September,1,No,Friday,Member,39
11624,2018-09-07,September,2,No,Friday,Casual,7
11625,2018-09-07,September,2,No,Friday,Member,19
11626,2018-09-07,September,3,No,Friday,Casual,1
11627,2018-09-07,September,3,No,Friday,Member,4
11628,2018-09-07,September,4,No,Friday,Member,16
11629,2018-09-07,September,5,No,Friday,Casual,12
11630,2018-09-07,September,5,No,Friday,Member,92
11631,2018-09-07,September,6,No,Friday,Casual,17
11632,2018-09-07,September,6,No,Friday,Member,348
11633,2018-09-07,September,7,No,Friday,Casual,35
11634,2018-09-07,September,7,No,Friday,Member,884
11635,2018-09-07,September,8,No,Friday,Casual,60
11636,2018-09-07,September,8,No,Friday,Member,1283
11637,2018-09-07,September,9,No,Friday,Casual,56
11638,2018-09-07,September,9,No,Friday,Member,612
11639,2018-09-07,September,10,No,Friday,Casual,88
11640,2018-09-07,September,10,No,Friday,Member,302
11641,2018-09-07,September,11,No,Friday,Casual,124
11642,2018-09-07,September,11,No,Friday,Member,360
11643,2018-09-07,September,12,No,Friday,Casual,128
11644,2018-09-07,September,12,No,Friday,Member,446
11645,2018-09-07,September,13,No,Friday,Casual,129
11646,2018-09-07,September,13,No,Friday,Member,424
11647,2018-09-07,September,14,No,Friday,Casual,141
11648,2018-09-07,September,14,No,Friday,Member,434
11649,2018-09-07,September,15,No,Friday,Casual,181
11650,2018-09-07,September,15,No,Friday,Member,507
11651,2018-09-07,September,16,No,Friday,Casual,139
11652,2018-09-07,September,16,No,Friday,Member,860
11653,2018-09-07,September,17,No,Friday,Casual,69
11654,2018-09-07,September,17,No,Friday,Member,544
11655,2018-09-07,September,18,No,Friday,Casual,7
11656,2018-09-07,September,18,No,Friday,Member,140
11657,2018-09-07,September,19,No,Friday,Casual,37
11658,2018-09-07,September,19,No,Friday,Member,330
11659,2018-09-07,September,20,No,Friday,Casual,21
11660,2018-09-07,September,20,No,Friday,Member,188
11661,2018-09-07,September,21,No,Friday,Casual,4
11662,2018-09-07,September,21,No,Friday,Member,27
11663,2018-09-07,September,22,No,Friday,Casual,8
11664,2018-09-07,September,22,No,Friday,Member,49
11665,2018-09-07,September,23,No,Friday,Casual,24
11666,2018-09-07,September,23,No,Friday,Member,103
11667,2018-09-08,September,0,No,Saturday,Casual,20
11668,2018-09-08,September,0,No,Saturday,Member,107
11669,2018-09-08,September,1,No,Saturday,Casual,18
11670,2018-09-08,September,1,No,Saturday,Member,64
11671,2018-09-08,September,2,No,Saturday,Casual,17
11672,2018-09-08,September,2,No,Saturday,Member,40
11673,2018-09-08,September,3,No,Saturday,Casual,13
11674,2018-09-08,September,3,No,Saturday,Member,24
11675,2018-09-08,September,4,No,Saturday,Casual,4
11676,2018-09-08,September,4,No,Saturday,Member,14
11677,2018-09-08,September,5,No,Saturday,Casual,3
11678,2018-09-08,September,5,No,Saturday,Member,16
11679,2018-09-08,September,6,No,Saturday,Casual,9
11680,2018-09-08,September,6,No,Saturday,Member,68
11681,2018-09-08,September,7,No,Saturday,Casual,20
11682,2018-09-08,September,7,No,Saturday,Member,138
11683,2018-09-08,September,8,No,Saturday,Casual,40
11684,2018-09-08,September,8,No,Saturday,Member,308
11685,2018-09-08,September,9,No,Saturday,Casual,92
11686,2018-09-08,September,9,No,Saturday,Member,365
11687,2018-09-08,September,10,No,Saturday,Casual,120
11688,2018-09-08,September,10,No,Saturday,Member,575
11689,2018-09-08,September,11,No,Saturday,Casual,208
11690,2018-09-08,September,11,No,Saturday,Member,608
11691,2018-09-08,September,12,No,Saturday,Casual,218
11692,2018-09-08,September,12,No,Saturday,Member,712
11693,2018-09-08,September,13,No,Saturday,Casual,175
11694,2018-09-08,September,13,No,Saturday,Member,554
11695,2018-09-08,September,14,No,Saturday,Casual,40
11696,2018-09-08,September,14,No,Saturday,Member,206
11697,2018-09-08,September,15,No,Saturday,Casual,31
11698,2018-09-08,September,15,No,Saturday,Member,231
11699,2018-09-08,September,16,No,Saturday,Casual,79
11700,2018-09-08,September,16,No,Saturday,Member,330
11701,2018-09-08,September,17,No,Saturday,Casual,103
11702,2018-09-08,September,17,No,Saturday,Member,365
11703,2018-09-08,September,18,No,Saturday,Casual,114
11704,2018-09-08,September,18,No,Saturday,Member,346
11705,2018-09-08,September,19,No,Saturday,Casual,102
11706,2018-09-08,September,19,No,Saturday,Member,308
11707,2018-09-08,September,20,No,Saturday,Casual,119
11708,2018-09-08,September,20,No,Saturday,Member,245
11709,2018-09-08,September,21,No,Saturday,Casual,111
11710,2018-09-08,September,21,No,Saturday,Member,217
11711,2018-09-08,September,22,No,Saturday,Casual,70
11712,2018-09-08,September,22,No,Saturday,Member,186
11713,2018-09-08,September,23,No,Saturday,Casual,55
11714,2018-09-08,September,23,No,Saturday,Member,138
11715,2018-09-09,September,0,No,Sunday,Casual,11
11716,2018-09-09,September,0,No,Sunday,Member,47
11717,2018-09-09,September,1,No,Sunday,Casual,6
11718,2018-09-09,September,1,No,Sunday,Member,75
11719,2018-09-09,September,2,No,Sunday,Casual,11
11720,2018-09-09,September,2,No,Sunday,Member,39
11721,2018-09-09,September,3,No,Sunday,Casual,6
11722,2018-09-09,September,3,No,Sunday,Member,22
11723,2018-09-09,September,4,No,Sunday,Casual,1
11724,2018-09-09,September,4,No,Sunday,Member,8
11725,2018-09-09,September,5,No,Sunday,Casual,2
11726,2018-09-09,September,5,No,Sunday,Member,8
11727,2018-09-09,September,6,No,Sunday,Casual,4
11728,2018-09-09,September,6,No,Sunday,Member,8
11729,2018-09-09,September,7,No,Sunday,Casual,1
11730,2018-09-09,September,7,No,Sunday,Member,12
11731,2018-09-09,September,8,No,Sunday,Casual,1
11732,2018-09-09,September,8,No,Sunday,Member,29
11733,2018-09-09,September,9,No,Sunday,Casual,7
11734,2018-09-09,September,9,No,Sunday,Member,87
11735,2018-09-09,September,10,No,Sunday,Casual,15
11736,2018-09-09,September,10,No,Sunday,Member,93
11737,2018-09-09,September,11,No,Sunday,Casual,9
11738,2018-09-09,September,11,No,Sunday,Member,92
11739,2018-09-09,September,12,No,Sunday,Casual,20
11740,2018-09-09,September,12,No,Sunday,Member,110
11741,2018-09-09,September,13,No,Sunday,Casual,19
11742,2018-09-09,September,13,No,Sunday,Member,127
11743,2018-09-09,September,14,No,Sunday,Casual,15
11744,2018-09-09,September,14,No,Sunday,Member,91
11745,2018-09-09,September,15,No,Sunday,Casual,20
11746,2018-09-09,September,15,No,Sunday,Member,92
11747,2018-09-09,September,16,No,Sunday,Casual,9
11748,2018-09-09,September,16,No,Sunday,Member,139
11749,2018-09-09,September,17,No,Sunday,Casual,47
11750,2018-09-09,September,17,No,Sunday,Member,260
11751,2018-09-09,September,18,No,Sunday,Casual,35
11752,2018-09-09,September,18,No,Sunday,Member,271
11753,2018-09-09,September,19,No,Sunday,Casual,45
11754,2018-09-09,September,19,No,Sunday,Member,250
11755,2018-09-09,September,20,No,Sunday,Casual,26
11756,2018-09-09,September,20,No,Sunday,Member,171
11757,2018-09-09,September,21,No,Sunday,Casual,55
11758,2018-09-09,September,21,No,Sunday,Member,143
11759,2018-09-09,September,22,No,Sunday,Casual,43
11760,2018-09-09,September,22,No,Sunday,Member,130
11761,2018-09-09,September,23,No,Sunday,Casual,14
11762,2018-09-09,September,23,No,Sunday,Member,74
11763,2018-09-10,September,0,No,Monday,Casual,15
11764,2018-09-10,September,0,No,Monday,Member,27
11765,2018-09-10,September,1,No,Monday,Casual,6
11766,2018-09-10,September,1,No,Monday,Member,14
11767,2018-09-10,September,2,No,Monday,Casual,1
11768,2018-09-10,September,2,No,Monday,Member,6
11769,2018-09-10,September,3,No,Monday,Casual,4
11770,2018-09-10,September,3,No,Monday,Member,2
11771,2018-09-10,September,4,No,Monday,Casual,10
11772,2018-09-10,September,4,No,Monday,Member,10
11773,2018-09-10,September,5,No,Monday,Casual,7
11774,2018-09-10,September,5,No,Monday,Member,88
11775,2018-09-10,September,6,No,Monday,Casual,6
11776,2018-09-10,September,6,No,Monday,Member,275
11777,2018-09-10,September,7,No,Monday,Casual,20
11778,2018-09-10,September,7,No,Monday,Member,649
11779,2018-09-10,September,8,No,Monday,Casual,45
11780,2018-09-10,September,8,No,Monday,Member,1081
11781,2018-09-10,September,9,No,Monday,Casual,38
11782,2018-09-10,September,9,No,Monday,Member,448
11783,2018-09-10,September,10,No,Monday,Casual,41
11784,2018-09-10,September,10,No,Monday,Member,173
11785,2018-09-10,September,11,No,Monday,Casual,49
11786,2018-09-10,September,11,No,Monday,Member,212
11787,2018-09-10,September,12,No,Monday,Casual,94
11788,2018-09-10,September,12,No,Monday,Member,344
11789,2018-09-10,September,13,No,Monday,Casual,86
11790,2018-09-10,September,13,No,Monday,Member,312
11791,2018-09-10,September,14,No,Monday,Casual,86
11792,2018-09-10,September,14,No,Monday,Member,274
11793,2018-09-10,September,15,No,Monday,Casual,94
11794,2018-09-10,September,15,No,Monday,Member,368
11795,2018-09-10,September,16,No,Monday,Casual,101
11796,2018-09-10,September,16,No,Monday,Member,718
11797,2018-09-10,September,17,No,Monday,Casual,122
11798,2018-09-10,September,17,No,Monday,Member,1330
11799,2018-09-10,September,18,No,Monday,Casual,121
11800,2018-09-10,September,18,No,Monday,Member,1061
11801,2018-09-10,September,19,No,Monday,Casual,74
11802,2018-09-10,September,19,No,Monday,Member,633
11803,2018-09-10,September,20,No,Monday,Casual,41
11804,2018-09-10,September,20,No,Monday,Member,339
11805,2018-09-10,September,21,No,Monday,Casual,29
11806,2018-09-10,September,21,No,Monday,Member,224
11807,2018-09-10,September,22,No,Monday,Casual,33
11808,2018-09-10,September,22,No,Monday,Member,154
11809,2018-09-10,September,23,No,Monday,Casual,23
11810,2018-09-10,September,23,No,Monday,Member,80
11811,2018-09-11,September,0,No,Tuesday,Casual,16
11812,2018-09-11,September,0,No,Tuesday,Member,41
11813,2018-09-11,September,1,No,Tuesday,Casual,6
11814,2018-09-11,September,1,No,Tuesday,Member,12
11815,2018-09-11,September,2,No,Tuesday,Casual,3
11816,2018-09-11,September,2,No,Tuesday,Member,6
11817,2018-09-11,September,3,No,Tuesday,Casual,1
11818,2018-09-11,September,3,No,Tuesday,Member,4
11819,2018-09-11,September,4,No,Tuesday,Member,18
11820,2018-09-11,September,5,No,Tuesday,Casual,5
11821,2018-09-11,September,5,No,Tuesday,Member,93
11822,2018-09-11,September,6,No,Tuesday,Casual,14
11823,2018-09-11,September,6,No,Tuesday,Member,357
11824,2018-09-11,September,7,No,Tuesday,Casual,22
11825,2018-09-11,September,7,No,Tuesday,Member,892
11826,2018-09-11,September,8,No,Tuesday,Casual,57
11827,2018-09-11,September,8,No,Tuesday,Member,1305
11828,2018-09-11,September,9,No,Tuesday,Casual,58
11829,2018-09-11,September,9,No,Tuesday,Member,531
11830,2018-09-11,September,10,No,Tuesday,Casual,72
11831,2018-09-11,September,10,No,Tuesday,Member,299
11832,2018-09-11,September,11,No,Tuesday,Casual,88
11833,2018-09-11,September,11,No,Tuesday,Member,266
11834,2018-09-11,September,12,No,Tuesday,Casual,106
11835,2018-09-11,September,12,No,Tuesday,Member,395
11836,2018-09-11,September,13,No,Tuesday,Casual,124
11837,2018-09-11,September,13,No,Tuesday,Member,360
11838,2018-09-11,September,14,No,Tuesday,Casual,120
11839,2018-09-11,September,14,No,Tuesday,Member,319
11840,2018-09-11,September,15,No,Tuesday,Casual,118
11841,2018-09-11,September,15,No,Tuesday,Member,457
11842,2018-09-11,September,16,No,Tuesday,Casual,137
11843,2018-09-11,September,16,No,Tuesday,Member,790
11844,2018-09-11,September,17,No,Tuesday,Casual,177
11845,2018-09-11,September,17,No,Tuesday,Member,1513
11846,2018-09-11,September,18,No,Tuesday,Casual,109
11847,2018-09-11,September,18,No,Tuesday,Member,1188
11848,2018-09-11,September,19,No,Tuesday,Casual,65
11849,2018-09-11,September,19,No,Tuesday,Member,698
11850,2018-09-11,September,20,No,Tuesday,Casual,50
11851,2018-09-11,September,20,No,Tuesday,Member,414
11852,2018-09-11,September,21,No,Tuesday,Casual,52
11853,2018-09-11,September,21,No,Tuesday,Member,328
11854,2018-09-11,September,22,No,Tuesday,Casual,41
11855,2018-09-11,September,22,No,Tuesday,Member,227
11856,2018-09-11,September,23,No,Tuesday,Casual,34
11857,2018-09-11,September,23,No,Tuesday,Member,116
11858,2018-09-12,September,0,No,Wednesday,Casual,8
11859,2018-09-12,September,0,No,Wednesday,Member,49
11860,2018-09-12,September,1,No,Wednesday,Casual,9
11861,2018-09-12,September,1,No,Wednesday,Member,19
11862,2018-09-12,September,2,No,Wednesday,Casual,4
11863,2018-09-12,September,2,No,Wednesday,Member,8
11864,2018-09-12,September,3,No,Wednesday,Member,5
11865,2018-09-12,September,4,No,Wednesday,Casual,1
11866,2018-09-12,September,4,No,Wednesday,Member,15
11867,2018-09-12,September,5,No,Wednesday,Casual,6
11868,2018-09-12,September,5,No,Wednesday,Member,119
11869,2018-09-12,September,6,No,Wednesday,Casual,16
11870,2018-09-12,September,6,No,Wednesday,Member,404
11871,2018-09-12,September,7,No,Wednesday,Casual,35
11872,2018-09-12,September,7,No,Wednesday,Member,995
11873,2018-09-12,September,8,No,Wednesday,Casual,53
11874,2018-09-12,September,8,No,Wednesday,Member,1290
11875,2018-09-12,September,9,No,Wednesday,Casual,49
11876,2018-09-12,September,9,No,Wednesday,Member,551
11877,2018-09-12,September,10,No,Wednesday,Casual,76
11878,2018-09-12,September,10,No,Wednesday,Member,268
11879,2018-09-12,September,11,No,Wednesday,Casual,77
11880,2018-09-12,September,11,No,Wednesday,Member,308
11881,2018-09-12,September,12,No,Wednesday,Casual,104
11882,2018-09-12,September,12,No,Wednesday,Member,405
11883,2018-09-12,September,13,No,Wednesday,Casual,94
11884,2018-09-12,September,13,No,Wednesday,Member,414
11885,2018-09-12,September,14,No,Wednesday,Casual,110
11886,2018-09-12,September,14,No,Wednesday,Member,367
11887,2018-09-12,September,15,No,Wednesday,Casual,120
11888,2018-09-12,September,15,No,Wednesday,Member,520
11889,2018-09-12,September,16,No,Wednesday,Casual,136
11890,2018-09-12,September,16,No,Wednesday,Member,786
11891,2018-09-12,September,17,No,Wednesday,Casual,158
11892,2018-09-12,September,17,No,Wednesday,Member,1502
11893,2018-09-12,September,18,No,Wednesday,Casual,137
11894,2018-09-12,September,18,No,Wednesday,Member,1101
11895,2018-09-12,September,19,No,Wednesday,Casual,72
11896,2018-09-12,September,19,No,Wednesday,Member,622
11897,2018-09-12,September,20,No,Wednesday,Casual,35
11898,2018-09-12,September,20,No,Wednesday,Member,461
11899,2018-09-12,September,21,No,Wednesday,Casual,58
11900,2018-09-12,September,21,No,Wednesday,Member,376
11901,2018-09-12,September,22,No,Wednesday,Casual,35
11902,2018-09-12,September,22,No,Wednesday,Member,259
11903,2018-09-12,September,23,No,Wednesday,Casual,32
11904,2018-09-12,September,23,No,Wednesday,Member,113
11905,2018-09-13,September,0,No,Thursday,Casual,24
11906,2018-09-13,September,0,No,Thursday,Member,69
11907,2018-09-13,September,1,No,Thursday,Casual,13
11908,2018-09-13,September,1,No,Thursday,Member,23
11909,2018-09-13,September,2,No,Thursday,Casual,7
11910,2018-09-13,September,2,No,Thursday,Member,14
11911,2018-09-13,September,3,No,Thursday,Casual,3
