,date,month,hour,holiday,weekday,Member type,count
0,2018-01-01,January,0,No,Monday,Casual,6
1,2018-01-01,January,0,No,Monday,Member,28
2,2018-01-01,January,1,No,Monday,Casual,11
3,2018-01-01,January,1,No,Monday,Member,38
4,2018-01-01,January,2,No,Monday,Casual,7
5,2018-01-01,January,2,No,Monday,Member,30
6,2018-01-01,January,3,No,Monday,Casual,1
7,2018-01-01,January,3,No,Monday,Member,8
8,2018-01-01,January,4,No,Monday,Casual,2
9,2018-01-01,January,4,No,Monday,Member,10
10,2018-01-01,January,5,No,Monday,Casual,3
11,2018-01-01,January,5,No,Monday,Member,5
12,2018-01-01,January,6,No,Monday,Member,9
13,2018-01-01,January,7,No,Monday,Casual,1
14,2018-01-01,January,7,No,Monday,Member,10
15,2018-01-01,January,8,No,Monday,Member,19
16,2018-01-01,January,9,No,Monday,Casual,1
17,2018-01-01,January,9,No,Monday,Member,30
18,2018-01-01,January,10,No,Monday,Casual,6
19,2018-01-01,January,10,No,Monday,Member,55
20,2018-01-01,January,11,No,Monday,Casual,11
21,2018-01-01,January,11,No,Monday,Member,86
22,2018-01-01,January,12,No,Monday,Casual,21
23,2018-01-01,January,12,No,Monday,Member,83
24,2018-01-01,January,13,No,Monday,Casual,19
25,2018-01-01,January,13,No,Monday,Member,97
26,2018-01-01,January,14,No,Monday,Casual,17
27,2018-01-01,January,14,No,Monday,Member,96
28,2018-01-01,January,15,No,Monday,Casual,12
29,2018-01-01,January,15,No,Monday,Member,112
30,2018-01-01,January,16,No,Monday,Casual,6
31,2018-01-01,January,16,No,Monday,Member,82
32,2018-01-01,January,17,No,Monday,Casual,6
33,2018-01-01,January,17,No,Monday,Member,81
34,2018-01-01,January,18,No,Monday,Casual,6
35,2018-01-01,January,18,No,Monday,Member,45
36,2018-01-01,January,19,No,Monday,Casual,2
37,2018-01-01,January,19,No,Monday,Member,54
38,2018-01-01,January,20,No,Monday,Casual,2
39,2018-01-01,January,20,No,Monday,Member,39
40,2018-01-01,January,21,No,Monday,Casual,3
41,2018-01-01,January,21,No,Monday,Member,24
42,2018-01-01,January,22,No,Monday,Casual,2
43,2018-01-01,January,22,No,Monday,Member,18
44,2018-01-01,January,23,No,Monday,Member,9
45,2018-01-02,January,0,No,Tuesday,Member,3
46,2018-01-02,January,1,No,Tuesday,Casual,3
47,2018-01-02,January,1,No,Tuesday,Member,3
48,2018-01-02,January,2,No,Tuesday,Casual,1
49,2018-01-02,January,2,No,Tuesday,Member,3
50,2018-01-02,January,3,No,Tuesday,Member,4
51,2018-01-02,January,4,No,Tuesday,Member,10
52,2018-01-02,January,5,No,Tuesday,Member,43
53,2018-01-02,January,6,No,Tuesday,Casual,1
54,2018-01-02,January,6,No,Tuesday,Member,134
55,2018-01-02,January,7,No,Tuesday,Casual,5
56,2018-01-02,January,7,No,Tuesday,Member,279
57,2018-01-02,January,8,No,Tuesday,Casual,7
58,2018-01-02,January,8,No,Tuesday,Member,494
59,2018-01-02,January,9,No,Tuesday,Casual,4
60,2018-01-02,January,9,No,Tuesday,Member,253
61,2018-01-02,January,10,No,Tuesday,Casual,6
62,2018-01-02,January,10,No,Tuesday,Member,102
63,2018-01-02,January,11,No,Tuesday,Casual,9
64,2018-01-02,January,11,No,Tuesday,Member,115
65,2018-01-02,January,12,No,Tuesday,Casual,19
66,2018-01-02,January,12,No,Tuesday,Member,139
67,2018-01-02,January,13,No,Tuesday,Casual,17
68,2018-01-02,January,13,No,Tuesday,Member,140
69,2018-01-02,January,14,No,Tuesday,Casual,20
70,2018-01-02,January,14,No,Tuesday,Member,120
71,2018-01-02,January,15,No,Tuesday,Casual,21
72,2018-01-02,January,15,No,Tuesday,Member,188
73,2018-01-02,January,16,No,Tuesday,Casual,25
74,2018-01-02,January,16,No,Tuesday,Member,319
75,2018-01-02,January,17,No,Tuesday,Casual,13
76,2018-01-02,January,17,No,Tuesday,Member,480
77,2018-01-02,January,18,No,Tuesday,Casual,5
78,2018-01-02,January,18,No,Tuesday,Member,366
79,2018-01-02,January,19,No,Tuesday,Casual,8
80,2018-01-02,January,19,No,Tuesday,Member,204
81,2018-01-02,January,20,No,Tuesday,Casual,8
82,2018-01-02,January,20,No,Tuesday,Member,92
83,2018-01-02,January,21,No,Tuesday,Casual,5
84,2018-01-02,January,21,No,Tuesday,Member,65
85,2018-01-02,January,22,No,Tuesday,Casual,2
86,2018-01-02,January,22,No,Tuesday,Member,41
87,2018-01-02,January,23,No,Tuesday,Member,16
88,2018-01-03,January,0,No,Wednesday,Casual,1
89,2018-01-03,January,0,No,Wednesday,Member,8
90,2018-01-03,January,1,No,Wednesday,Member,2
91,2018-01-03,January,2,No,Wednesday,Member,3
92,2018-01-03,January,3,No,Wednesday,Member,5
93,2018-01-03,January,4,No,Wednesday,Member,12
94,2018-01-03,January,5,No,Wednesday,Member,47
95,2018-01-03,January,6,No,Wednesday,Member,145
96,2018-01-03,January,7,No,Wednesday,Casual,6
97,2018-01-03,January,7,No,Wednesday,Member,336
98,2018-01-03,January,8,No,Wednesday,Casual,8
99,2018-01-03,January,8,No,Wednesday,Member,618
100,2018-01-03,January,9,No,Wednesday,Casual,13
101,2018-01-03,January,9,No,Wednesday,Member,309
102,2018-01-03,January,10,No,Wednesday,Casual,19
103,2018-01-03,January,10,No,Wednesday,Member,133
104,2018-01-03,January,11,No,Wednesday,Casual,19
105,2018-01-03,January,11,No,Wednesday,Member,125
106,2018-01-03,January,12,No,Wednesday,Casual,23
107,2018-01-03,January,12,No,Wednesday,Member,166
108,2018-01-03,January,13,No,Wednesday,Casual,19
109,2018-01-03,January,13,No,Wednesday,Member,158
110,2018-01-03,January,14,No,Wednesday,Casual,30
111,2018-01-03,January,14,No,Wednesday,Member,132
112,2018-01-03,January,15,No,Wednesday,Casual,29
113,2018-01-03,January,15,No,Wednesday,Member,232
114,2018-01-03,January,16,No,Wednesday,Casual,31
115,2018-01-03,January,16,No,Wednesday,Member,337
116,2018-01-03,January,17,No,Wednesday,Casual,30
117,2018-01-03,January,17,No,Wednesday,Member,639
118,2018-01-03,January,18,No,Wednesday,Casual,17
119,2018-01-03,January,18,No,Wednesday,Member,504
120,2018-01-03,January,19,No,Wednesday,Casual,16
121,2018-01-03,January,19,No,Wednesday,Member,240
122,2018-01-03,January,20,No,Wednesday,Casual,6
123,2018-01-03,January,20,No,Wednesday,Member,136
124,2018-01-03,January,21,No,Wednesday,Casual,6
125,2018-01-03,January,21,No,Wednesday,Member,94
126,2018-01-03,January,22,No,Wednesday,Casual,4
127,2018-01-03,January,22,No,Wednesday,Member,63
128,2018-01-03,January,23,No,Wednesday,Casual,2
129,2018-01-03,January,23,No,Wednesday,Member,25
130,2018-01-04,January,0,No,Thursday,Member,9
131,2018-01-04,January,1,No,Thursday,Casual,1
132,2018-01-04,January,1,No,Thursday,Member,5
133,2018-01-04,January,3,No,Thursday,Member,3
134,2018-01-04,January,4,No,Thursday,Member,7
135,2018-01-04,January,5,No,Thursday,Member,22
136,2018-01-04,January,6,No,Thursday,Member,46
137,2018-01-04,January,7,No,Thursday,Casual,2
138,2018-01-04,January,7,No,Thursday,Member,85
139,2018-01-04,January,8,No,Thursday,Casual,3
140,2018-01-04,January,8,No,Thursday,Member,203
141,2018-01-04,January,9,No,Thursday,Casual,4
142,2018-01-04,January,9,No,Thursday,Member,181
143,2018-01-04,January,10,No,Thursday,Casual,5
144,2018-01-04,January,10,No,Thursday,Member,153
145,2018-01-04,January,11,No,Thursday,Casual,3
146,2018-01-04,January,11,No,Thursday,Member,104
147,2018-01-04,January,12,No,Thursday,Casual,10
148,2018-01-04,January,12,No,Thursday,Member,81
149,2018-01-04,January,13,No,Thursday,Casual,4
150,2018-01-04,January,13,No,Thursday,Member,84
151,2018-01-04,January,14,No,Thursday,Casual,3
152,2018-01-04,January,14,No,Thursday,Member,92
153,2018-01-04,January,15,No,Thursday,Casual,1
154,2018-01-04,January,15,No,Thursday,Member,108
155,2018-01-04,January,16,No,Thursday,Casual,1
156,2018-01-04,January,16,No,Thursday,Member,186
157,2018-01-04,January,17,No,Thursday,Casual,15
158,2018-01-04,January,17,No,Thursday,Member,330
159,2018-01-04,January,18,No,Thursday,Casual,6
160,2018-01-04,January,18,No,Thursday,Member,274
161,2018-01-04,January,19,No,Thursday,Casual,5
162,2018-01-04,January,19,No,Thursday,Member,156
163,2018-01-04,January,20,No,Thursday,Casual,1
164,2018-01-04,January,20,No,Thursday,Member,67
165,2018-01-04,January,21,No,Thursday,Casual,1
166,2018-01-04,January,21,No,Thursday,Member,54
167,2018-01-04,January,22,No,Thursday,Member,31
168,2018-01-04,January,23,No,Thursday,Casual,1
169,2018-01-04,January,23,No,Thursday,Member,21
170,2018-01-05,January,0,No,Friday,Casual,1
171,2018-01-05,January,0,No,Friday,Member,8
172,2018-01-05,January,1,No,Friday,Member,3
173,2018-01-05,January,4,No,Friday,Member,4
174,2018-01-05,January,5,No,Friday,Member,33
175,2018-01-05,January,6,No,Friday,Member,68
176,2018-01-05,January,7,No,Friday,Casual,1
177,2018-01-05,January,7,No,Friday,Member,171
178,2018-01-05,January,8,No,Friday,Casual,5
179,2018-01-05,January,8,No,Friday,Member,382
180,2018-01-05,January,9,No,Friday,Casual,1
181,2018-01-05,January,9,No,Friday,Member,184
182,2018-01-05,January,10,No,Friday,Casual,5
183,2018-01-05,January,10,No,Friday,Member,97
184,2018-01-05,January,11,No,Friday,Casual,5
185,2018-01-05,January,11,No,Friday,Member,89
186,2018-01-05,January,12,No,Friday,Casual,6
187,2018-01-05,January,12,No,Friday,Member,128
188,2018-01-05,January,13,No,Friday,Casual,3
189,2018-01-05,January,13,No,Friday,Member,108
190,2018-01-05,January,14,No,Friday,Casual,7
191,2018-01-05,January,14,No,Friday,Member,100
192,2018-01-05,January,15,No,Friday,Casual,3
193,2018-01-05,January,15,No,Friday,Member,146
194,2018-01-05,January,16,No,Friday,Casual,10
195,2018-01-05,January,16,No,Friday,Member,225
196,2018-01-05,January,17,No,Friday,Casual,4
197,2018-01-05,January,17,No,Friday,Member,361
198,2018-01-05,January,18,No,Friday,Casual,4
199,2018-01-05,January,18,No,Friday,Member,244
200,2018-01-05,January,19,No,Friday,Casual,1
201,2018-01-05,January,19,No,Friday,Member,127
202,2018-01-05,January,20,No,Friday,Casual,1
203,2018-01-05,January,20,No,Friday,Member,64
204,2018-01-05,January,21,No,Friday,Casual,4
205,2018-01-05,January,21,No,Friday,Member,45
206,2018-01-05,January,22,No,Friday,Casual,1
207,2018-01-05,January,22,No,Friday,Member,37
208,2018-01-05,January,23,No,Friday,Member,23
209,2018-01-06,January,0,No,Saturday,Casual,1
210,2018-01-06,January,0,No,Saturday,Member,15
211,2018-01-06,January,1,No,Saturday,Member,12
212,2018-01-06,January,2,No,Saturday,Member,5
213,2018-01-06,January,3,No,Saturday,Casual,1
214,2018-01-06,January,3,No,Saturday,Member,5
215,2018-01-06,January,4,No,Saturday,Member,3
216,2018-01-06,January,5,No,Saturday,Member,5
217,2018-01-06,January,6,No,Saturday,Member,5
218,2018-01-06,January,7,No,Saturday,Member,21
219,2018-01-06,January,8,No,Saturday,Casual,1
220,2018-01-06,January,8,No,Saturday,Member,54
221,2018-01-06,January,9,No,Saturday,Casual,1
222,2018-01-06,January,9,No,Saturday,Member,87
223,2018-01-06,January,10,No,Saturday,Casual,2
224,2018-01-06,January,10,No,Saturday,Member,123
225,2018-01-06,January,11,No,Saturday,Casual,5
226,2018-01-06,January,11,No,Saturday,Member,127
227,2018-01-06,January,12,No,Saturday,Casual,9
228,2018-01-06,January,12,No,Saturday,Member,134
229,2018-01-06,January,13,No,Saturday,Casual,5
230,2018-01-06,January,13,No,Saturday,Member,122
231,2018-01-06,January,14,No,Saturday,Casual,5
232,2018-01-06,January,14,No,Saturday,Member,116
233,2018-01-06,January,15,No,Saturday,Casual,11
234,2018-01-06,January,15,No,Saturday,Member,132
235,2018-01-06,January,16,No,Saturday,Casual,3
236,2018-01-06,January,16,No,Saturday,Member,111
237,2018-01-06,January,17,No,Saturday,Casual,4
238,2018-01-06,January,17,No,Saturday,Member,69
239,2018-01-06,January,18,No,Saturday,Casual,1
240,2018-01-06,January,18,No,Saturday,Member,95
241,2018-01-06,January,19,No,Saturday,Member,54
242,2018-01-06,January,20,No,Saturday,Member,53
243,2018-01-06,January,21,No,Saturday,Member,37
244,2018-01-06,January,22,No,Saturday,Casual,2
245,2018-01-06,January,22,No,Saturday,Member,34
246,2018-01-06,January,23,No,Saturday,Casual,1
247,2018-01-06,January,23,No,Saturday,Member,18
248,2018-01-07,January,0,No,Sunday,Casual,1
249,2018-01-07,January,0,No,Sunday,Member,23
250,2018-01-07,January,1,No,Sunday,Casual,1
251,2018-01-07,January,1,No,Sunday,Member,11
252,2018-01-07,January,2,No,Sunday,Member,13
253,2018-01-07,January,3,No,Sunday,Member,8
254,2018-01-07,January,4,No,Sunday,Member,6
255,2018-01-07,January,5,No,Sunday,Member,6
256,2018-01-07,January,6,No,Sunday,Member,5
257,2018-01-07,January,7,No,Sunday,Member,27
258,2018-01-07,January,8,No,Sunday,Casual,3
259,2018-01-07,January,8,No,Sunday,Member,47
260,2018-01-07,January,9,No,Sunday,Member,77
261,2018-01-07,January,10,No,Sunday,Casual,14
262,2018-01-07,January,10,No,Sunday,Member,111
263,2018-01-07,January,11,No,Sunday,Casual,5
264,2018-01-07,January,11,No,Sunday,Member,115
265,2018-01-07,January,12,No,Sunday,Casual,13
266,2018-01-07,January,12,No,Sunday,Member,162
267,2018-01-07,January,13,No,Sunday,Casual,19
268,2018-01-07,January,13,No,Sunday,Member,150
269,2018-01-07,January,14,No,Sunday,Casual,21
270,2018-01-07,January,14,No,Sunday,Member,140
271,2018-01-07,January,15,No,Sunday,Casual,13
272,2018-01-07,January,15,No,Sunday,Member,154
273,2018-01-07,January,16,No,Sunday,Casual,7
274,2018-01-07,January,16,No,Sunday,Member,147
275,2018-01-07,January,17,No,Sunday,Casual,8
276,2018-01-07,January,17,No,Sunday,Member,132
277,2018-01-07,January,18,No,Sunday,Casual,5
278,2018-01-07,January,18,No,Sunday,Member,93
279,2018-01-07,January,19,No,Sunday,Casual,3
280,2018-01-07,January,19,No,Sunday,Member,68
281,2018-01-07,January,20,No,Sunday,Casual,7
282,2018-01-07,January,20,No,Sunday,Member,55
283,2018-01-07,January,21,No,Sunday,Casual,2
284,2018-01-07,January,21,No,Sunday,Member,35
285,2018-01-07,January,22,No,Sunday,Casual,3
286,2018-01-07,January,22,No,Sunday,Member,26
287,2018-01-07,January,23,No,Sunday,Casual,1
288,2018-01-07,January,23,No,Sunday,Member,16
289,2018-01-08,January,0,No,Monday,Member,7
290,2018-01-08,January,1,No,Monday,Member,3
291,2018-01-08,January,2,No,Monday,Member,5
292,2018-01-08,January,3,No,Monday,Member,5
293,2018-01-08,January,4,No,Monday,Member,9
294,2018-01-08,January,5,No,Monday,Member,54
295,2018-01-08,January,6,No,Monday,Casual,2
296,2018-01-08,January,6,No,Monday,Member,167
297,2018-01-08,January,7,No,Monday,Casual,6
298,2018-01-08,January,7,No,Monday,Member,407
299,2018-01-08,January,8,No,Monday,Casual,16
300,2018-01-08,January,8,No,Monday,Member,701
301,2018-01-08,January,9,No,Monday,Casual,6
302,2018-01-08,January,9,No,Monday,Member,300
303,2018-01-08,January,10,No,Monday,Casual,13
304,2018-01-08,January,10,No,Monday,Member,141
305,2018-01-08,January,11,No,Monday,Casual,9
306,2018-01-08,January,11,No,Monday,Member,143
307,2018-01-08,January,12,No,Monday,Casual,20
308,2018-01-08,January,12,No,Monday,Member,216
309,2018-01-08,January,13,No,Monday,Casual,15
310,2018-01-08,January,13,No,Monday,Member,173
311,2018-01-08,January,14,No,Monday,Casual,16
312,2018-01-08,January,14,No,Monday,Member,185
313,2018-01-08,January,15,No,Monday,Casual,19
314,2018-01-08,January,15,No,Monday,Member,187
315,2018-01-08,January,16,No,Monday,Casual,24
316,2018-01-08,January,16,No,Monday,Member,280
317,2018-01-08,January,17,No,Monday,Casual,10
318,2018-01-08,January,17,No,Monday,Member,391
319,2018-01-08,January,18,No,Monday,Casual,7
320,2018-01-08,January,18,No,Monday,Member,214
321,2018-01-08,January,19,No,Monday,Casual,1
322,2018-01-08,January,19,No,Monday,Member,130
323,2018-01-08,January,20,No,Monday,Casual,4
324,2018-01-08,January,20,No,Monday,Member,64
325,2018-01-08,January,21,No,Monday,Casual,1
326,2018-01-08,January,21,No,Monday,Member,61
327,2018-01-08,January,22,No,Monday,Casual,3
328,2018-01-08,January,22,No,Monday,Member,41
329,2018-01-08,January,23,No,Monday,Casual,2
330,2018-01-08,January,23,No,Monday,Member,22
331,2018-01-09,January,0,No,Tuesday,Casual,3
332,2018-01-09,January,0,No,Tuesday,Member,21
333,2018-01-09,January,1,No,Tuesday,Casual,2
334,2018-01-09,January,1,No,Tuesday,Member,3
335,2018-01-09,January,2,No,Tuesday,Member,9
336,2018-01-09,January,3,No,Tuesday,Member,4
337,2018-01-09,January,4,No,Tuesday,Member,6
338,2018-01-09,January,5,No,Tuesday,Casual,1
339,2018-01-09,January,5,No,Tuesday,Member,49
340,2018-01-09,January,6,No,Tuesday,Casual,1
341,2018-01-09,January,6,No,Tuesday,Member,154
342,2018-01-09,January,7,No,Tuesday,Casual,6
343,2018-01-09,January,7,No,Tuesday,Member,346
344,2018-01-09,January,8,No,Tuesday,Casual,17
345,2018-01-09,January,8,No,Tuesday,Member,699
346,2018-01-09,January,9,No,Tuesday,Casual,11
347,2018-01-09,January,9,No,Tuesday,Member,340
348,2018-01-09,January,10,No,Tuesday,Casual,27
349,2018-01-09,January,10,No,Tuesday,Member,136
350,2018-01-09,January,11,No,Tuesday,Casual,28
351,2018-01-09,January,11,No,Tuesday,Member,137
352,2018-01-09,January,12,No,Tuesday,Casual,25
353,2018-01-09,January,12,No,Tuesday,Member,192
354,2018-01-09,January,13,No,Tuesday,Casual,35
355,2018-01-09,January,13,No,Tuesday,Member,212
356,2018-01-09,January,14,No,Tuesday,Casual,40
357,2018-01-09,January,14,No,Tuesday,Member,159
358,2018-01-09,January,15,No,Tuesday,Casual,43
359,2018-01-09,January,15,No,Tuesday,Member,285
360,2018-01-09,January,16,No,Tuesday,Casual,37
361,2018-01-09,January,16,No,Tuesday,Member,494
362,2018-01-09,January,17,No,Tuesday,Casual,42
363,2018-01-09,January,17,No,Tuesday,Member,865
364,2018-01-09,January,18,No,Tuesday,Casual,26
365,2018-01-09,January,18,No,Tuesday,Member,703
366,2018-01-09,January,19,No,Tuesday,Casual,17
367,2018-01-09,January,19,No,Tuesday,Member,383
368,2018-01-09,January,20,No,Tuesday,Casual,14
369,2018-01-09,January,20,No,Tuesday,Member,254
370,2018-01-09,January,21,No,Tuesday,Casual,7
371,2018-01-09,January,21,No,Tuesday,Member,146
372,2018-01-09,January,22,No,Tuesday,Casual,9
373,2018-01-09,January,22,No,Tuesday,Member,94
374,2018-01-09,January,23,No,Tuesday,Casual,1
375,2018-01-09,January,23,No,Tuesday,Member,41
376,2018-01-10,January,0,No,Wednesday,Casual,4
377,2018-01-10,January,0,No,Wednesday,Member,9
378,2018-01-10,January,1,No,Wednesday,Member,8
379,2018-01-10,January,2,No,Wednesday,Casual,2
380,2018-01-10,January,2,No,Wednesday,Member,6
381,2018-01-10,January,3,No,Wednesday,Member,4
382,2018-01-10,January,4,No,Wednesday,Member,10
383,2018-01-10,January,5,No,Wednesday,Casual,1
384,2018-01-10,January,5,No,Wednesday,Member,70
385,2018-01-10,January,6,No,Wednesday,Casual,5
386,2018-01-10,January,6,No,Wednesday,Member,224
387,2018-01-10,January,7,No,Wednesday,Casual,15
388,2018-01-10,January,7,No,Wednesday,Member,594
389,2018-01-10,January,8,No,Wednesday,Casual,19
390,2018-01-10,January,8,No,Wednesday,Member,959
391,2018-01-10,January,9,No,Wednesday,Casual,22
392,2018-01-10,January,9,No,Wednesday,Member,379
393,2018-01-10,January,10,No,Wednesday,Casual,11
394,2018-01-10,January,10,No,Wednesday,Member,175
395,2018-01-10,January,11,No,Wednesday,Casual,28
396,2018-01-10,January,11,No,Wednesday,Member,173
397,2018-01-10,January,12,No,Wednesday,Casual,32
398,2018-01-10,January,12,No,Wednesday,Member,229
399,2018-01-10,January,13,No,Wednesday,Casual,39
400,2018-01-10,January,13,No,Wednesday,Member,194
401,2018-01-10,January,14,No,Wednesday,Casual,35
402,2018-01-10,January,14,No,Wednesday,Member,195
403,2018-01-10,January,15,No,Wednesday,Casual,50
404,2018-01-10,January,15,No,Wednesday,Member,288
405,2018-01-10,January,16,No,Wednesday,Casual,40
406,2018-01-10,January,16,No,Wednesday,Member,510
407,2018-01-10,January,17,No,Wednesday,Casual,66
408,2018-01-10,January,17,No,Wednesday,Member,860
409,2018-01-10,January,18,No,Wednesday,Casual,27
410,2018-01-10,January,18,No,Wednesday,Member,726
411,2018-01-10,January,19,No,Wednesday,Casual,23
412,2018-01-10,January,19,No,Wednesday,Member,367
413,2018-01-10,January,20,No,Wednesday,Casual,17
414,2018-01-10,January,20,No,Wednesday,Member,256
415,2018-01-10,January,21,No,Wednesday,Casual,38
416,2018-01-10,January,21,No,Wednesday,Member,189
417,2018-01-10,January,22,No,Wednesday,Casual,29
418,2018-01-10,January,22,No,Wednesday,Member,111
419,2018-01-10,January,23,No,Wednesday,Casual,7
420,2018-01-10,January,23,No,Wednesday,Member,55
421,2018-01-11,January,0,No,Thursday,Casual,1
422,2018-01-11,January,0,No,Thursday,Member,20
423,2018-01-11,January,1,No,Thursday,Casual,1
424,2018-01-11,January,1,No,Thursday,Member,4
425,2018-01-11,January,2,No,Thursday,Casual,2
426,2018-01-11,January,2,No,Thursday,Member,4
427,2018-01-11,January,3,No,Thursday,Casual,1
428,2018-01-11,January,3,No,Thursday,Member,2
429,2018-01-11,January,4,No,Thursday,Casual,2
430,2018-01-11,January,4,No,Thursday,Member,14
431,2018-01-11,January,5,No,Thursday,Member,75
432,2018-01-11,January,6,No,Thursday,Casual,6
433,2018-01-11,January,6,No,Thursday,Member,259
434,2018-01-11,January,7,No,Thursday,Casual,15
435,2018-01-11,January,7,No,Thursday,Member,641
436,2018-01-11,January,8,No,Thursday,Casual,29
437,2018-01-11,January,8,No,Thursday,Member,1093
438,2018-01-11,January,9,No,Thursday,Casual,29
439,2018-01-11,January,9,No,Thursday,Member,404
440,2018-01-11,January,10,No,Thursday,Casual,29
441,2018-01-11,January,10,No,Thursday,Member,196
442,2018-01-11,January,11,No,Thursday,Casual,42
443,2018-01-11,January,11,No,Thursday,Member,197
444,2018-01-11,January,12,No,Thursday,Casual,51
445,2018-01-11,January,12,No,Thursday,Member,273
446,2018-01-11,January,13,No,Thursday,Casual,62
447,2018-01-11,January,13,No,Thursday,Member,268
448,2018-01-11,January,14,No,Thursday,Casual,58
449,2018-01-11,January,14,No,Thursday,Member,246
450,2018-01-11,January,15,No,Thursday,Casual,62
451,2018-01-11,January,15,No,Thursday,Member,351
452,2018-01-11,January,16,No,Thursday,Casual,81
453,2018-01-11,January,16,No,Thursday,Member,544
454,2018-01-11,January,17,No,Thursday,Casual,84
455,2018-01-11,January,17,No,Thursday,Member,999
456,2018-01-11,January,18,No,Thursday,Casual,45
457,2018-01-11,January,18,No,Thursday,Member,823
458,2018-01-11,January,19,No,Thursday,Casual,23
459,2018-01-11,January,19,No,Thursday,Member,428
460,2018-01-11,January,20,No,Thursday,Casual,31
461,2018-01-11,January,20,No,Thursday,Member,275
462,2018-01-11,January,21,No,Thursday,Casual,6
463,2018-01-11,January,21,No,Thursday,Member,196
464,2018-01-11,January,22,No,Thursday,Casual,13
465,2018-01-11,January,22,No,Thursday,Member,146
466,2018-01-11,January,23,No,Thursday,Casual,6
467,2018-01-11,January,23,No,Thursday,Member,73
468,2018-01-12,January,0,No,Friday,Casual,4
469,2018-01-12,January,0,No,Friday,Member,30
470,2018-01-12,January,1,No,Friday,Casual,10
471,2018-01-12,January,1,No,Friday,Member,16
472,2018-01-12,January,2,No,Friday,Casual,4
473,2018-01-12,January,2,No,Friday,Member,11
474,2018-01-12,January,3,No,Friday,Casual,2
475,2018-01-12,January,3,No,Friday,Member,3
476,2018-01-12,January,4,No,Friday,Casual,1
477,2018-01-12,January,4,No,Friday,Member,8
478,2018-01-12,January,5,No,Friday,Casual,1
479,2018-01-12,January,5,No,Friday,Member,42
480,2018-01-12,January,6,No,Friday,Casual,3
481,2018-01-12,January,6,No,Friday,Member,105
482,2018-01-12,January,7,No,Friday,Casual,12
483,2018-01-12,January,7,No,Friday,Member,339
484,2018-01-12,January,8,No,Friday,Casual,22
485,2018-01-12,January,8,No,Friday,Member,739
486,2018-01-12,January,9,No,Friday,Casual,14
487,2018-01-12,January,9,No,Friday,Member,264
488,2018-01-12,January,10,No,Friday,Casual,12
489,2018-01-12,January,10,No,Friday,Member,113
490,2018-01-12,January,11,No,Friday,Casual,14
491,2018-01-12,January,11,No,Friday,Member,172
492,2018-01-12,January,12,No,Friday,Casual,31
493,2018-01-12,January,12,No,Friday,Member,237
494,2018-01-12,January,13,No,Friday,Casual,44
495,2018-01-12,January,13,No,Friday,Member,279
496,2018-01-12,January,14,No,Friday,Casual,78
497,2018-01-12,January,14,No,Friday,Member,269
498,2018-01-12,January,15,No,Friday,Casual,78
499,2018-01-12,January,15,No,Friday,Member,381
500,2018-01-12,January,16,No,Friday,Casual,86
501,2018-01-12,January,16,No,Friday,Member,505
502,2018-01-12,January,17,No,Friday,Casual,46
503,2018-01-12,January,17,No,Friday,Member,564
504,2018-01-12,January,18,No,Friday,Casual,29
505,2018-01-12,January,18,No,Friday,Member,496
506,2018-01-12,January,19,No,Friday,Casual,27
507,2018-01-12,January,19,No,Friday,Member,321
508,2018-01-12,January,20,No,Friday,Casual,12
509,2018-01-12,January,20,No,Friday,Member,116
510,2018-01-12,January,21,No,Friday,Casual,22
511,2018-01-12,January,21,No,Friday,Member,104
512,2018-01-12,January,22,No,Friday,Casual,9
513,2018-01-12,January,22,No,Friday,Member,122
514,2018-01-12,January,23,No,Friday,Casual,5
515,2018-01-12,January,23,No,Friday,Member,48
516,2018-01-13,January,0,No,Saturday,Casual,2
517,2018-01-13,January,0,No,Saturday,Member,37
518,2018-01-13,January,1,No,Saturday,Casual,3
519,2018-01-13,January,1,No,Saturday,Member,22
520,2018-01-13,January,2,No,Saturday,Casual,3
521,2018-01-13,January,2,No,Saturday,Member,27
522,2018-01-13,January,3,No,Saturday,Casual,1
523,2018-01-13,January,3,No,Saturday,Member,11
524,2018-01-13,January,4,No,Saturday,Casual,1
525,2018-01-13,January,4,No,Saturday,Member,5
526,2018-01-13,January,5,No,Saturday,Member,7
527,2018-01-13,January,6,No,Saturday,Member,22
528,2018-01-13,January,7,No,Saturday,Casual,7
529,2018-01-13,January,7,No,Saturday,Member,52
530,2018-01-13,January,8,No,Saturday,Casual,15
531,2018-01-13,January,8,No,Saturday,Member,124
532,2018-01-13,January,9,No,Saturday,Casual,18
533,2018-01-13,January,9,No,Saturday,Member,197
534,2018-01-13,January,10,No,Saturday,Casual,30
535,2018-01-13,January,10,No,Saturday,Member,203
536,2018-01-13,January,11,No,Saturday,Casual,58
537,2018-01-13,January,11,No,Saturday,Member,266
538,2018-01-13,January,12,No,Saturday,Casual,54
539,2018-01-13,January,12,No,Saturday,Member,250
540,2018-01-13,January,13,No,Saturday,Casual,56
541,2018-01-13,January,13,No,Saturday,Member,277
542,2018-01-13,January,14,No,Saturday,Casual,104
543,2018-01-13,January,14,No,Saturday,Member,264
544,2018-01-13,January,15,No,Saturday,Casual,81
545,2018-01-13,January,15,No,Saturday,Member,218
546,2018-01-13,January,16,No,Saturday,Casual,53
547,2018-01-13,January,16,No,Saturday,Member,215
548,2018-01-13,January,17,No,Saturday,Casual,45
